Date,Value
2022-12-09,17.24
2022-12-16,16.89
2022-12-23,16.8
2022-12-30,16.78
2023-01-06,17.03
2023-01-13,17.5
2023-01-20,17.45
2023-01-27,18.03
2023-02-03,18.38
2023-02-10,18.19
2023-02-17,18.15
2023-02-24,17.69
2023-03-03,17.94
2023-03-10,17.13
2023-03-17,17.37
2023-03-24,17.6
2023-03-31,18.22
2023-04-07,18.22
2023-04-14,18.38
2023-04-21,18.36
2023-04-28,18.41
2023-05-05,18.23
2023-05-12,18.19
2023-05-19,18.49
2023-05-26,18.46
2023-06-02,18.78
2023-06-09,18.81
2023-06-16,19.28
2023-06-23,18.94
2023-06-30,19.39
2023-07-07,19.16
2023-07-14,19.66
2023-07-21,19.79
2023-07-28,19.88
2023-08-04,19.33
2023-08-11,19.24
2023-08-18,18.71
2023-08-25,18.73
2023-09-01,19.17
2023-09-08,18.88
2023-09-15,18.82
2023-09-22,18.22
2023-09-29,18.06
2023-10-06,18.12
2023-10-13,18.17
2023-10-20,17.75
2023-10-27,17.28
2023-11-03,18.24
2023-11-10,18.59
2023-11-17,18.88
2023-11-24,18.99
2023-12-01,19.1
2023-12-08,19.09
2023-12-15,19.59
2023-12-22,19.71
2023-12-29,19.73
2024-01-05,19.39
2024-01-12,19.75
2024-01-19,19.95
2024-01-26,20.23
2024-02-02,20.39
2024-02-09,20.64
2024-02-16,20.47
2024-02-23,20.72
2024-03-01,20.92
2024-03-08,20.82
2024-03-15,20.75
2024-03-22,21.12
2024-03-29,21.12
2024-04-05,20.86
2024-04-12,20.52
2024-04-19,19.82
2024-04-26,20.28
2024-05-03,20.3
2024-05-10,20.65
2024-05-17,20.92
2024-05-24,20.83
2024-05-31,20.67
2024-06-07,20.9
2024-06-14,21.18
2024-06-21,21.24
2024-06-28,21.15
2024-07-05,21.53
2024-07-12,21.68
2024-07-19,21.2
2024-07-26,20.96
2024-08-02,20.47
2024-08-09,20.41
2024-08-16,21.19
2024-08-23,21.44
2024-08-30,21.41
2024-09-06,20.45
2024-09-13,21.24
2024-09-20,21.53
2024-09-27,21.64
2024-10-04,21.68
2024-10-11,21.88
2024-10-18,22.03
2024-10-25,21.8
2024-11-01,21.5
2024-11-08,22.44
2024-11-15,21.92
2024-11-22,22.18
2024-11-29,22.37
2024-12-06,22.54
2024-12-13,22.34
2024-12-20,21.87
2024-12-27,21.92
2025-01-03,21.77
2025-01-10,21.28
2025-01-17,21.81
2025-01-24,22.2
2025-01-31,22.03
2025-02-07,22.01
2025-02-14,22.3
2025-02-21,21.9
2025-02-28,21.62
2025-03-07,20.93
2025-03-14,20.42
2025-03-21,20.51
2025-03-28,20.14
2025-04-04,18.31
2025-04-11,19.44
2025-04-18,19.23
2025-04-25,20.15
2025-05-02,20.75
2025-05-09,20.62
2025-05-16,21.57
2025-05-23,21.02
2025-05-30,21.36
2025-06-06,21.64
2025-06-13,21.53
2025-06-20,21.42
2025-06-27,22.03
2025-07-04,22.37
2025-07-11,22.24
2025-07-18,22.3
2025-07-25,22.53
2025-08-01,21.81
2025-08-08,22.24
2025-08-15,22.39
2025-08-22,22.38
2025-08-29,22.29
2025-09-05,22.25
2025-09-12,22.55
2025-09-19,22.75
2025-09-26,22.64
2025-10-03,22.82
2025-10-10,22.2
2025-10-17,22.49
2025-10-24,22.84
2025-10-31,22.88
2025-11-07,22.41
2025-11-14,22.34
2025-11-21,21.76
2025-11-28,22.48
2025-12-05,22.47
2025-12-12,22.25
2025-12-19,22.1
2025-12-26,22.34
2026-01-02,22.04
2026-01-09,22.34
2026-01-16,22.18
2026-01-23,22.0
2026-01-30,21.9
2026-02-06,21.82
2026-02-13,21.47
2026-02-20,21.6
2026-02-27,21.35
2026-03-06,20.78
2026-03-13,20.3
2026-03-20,19.51
2026-03-27,18.99
2026-04-03,19.55
2026-04-10,20.15
2026-04-17,20.89
2026-04-24,20.88
2026-05-01,20.68
2026-05-08,21.05
2026-05-15,20.92
2026-05-22,20.89
2026-05-29,21.08
2026-06-05,20.4
2026-06-12,20.43
2026-06-19,20.55
2026-06-26,19.94
2026-07-03,20.19
2026-07-10,20.41
2026-07-17,19.92
2026-07-24,19.57
2026-07-31,19.52
2026-08-05,20.12
